Gene.stable.ID	Chromosome.scaffold.name	Karyotype.band	HGNC.symbol	chr.arm
ENSG00000112365	6	q21	ZBTB24	6q
ENSG00000130349	6	q21	C6orf203	6q
ENSG00000074935	6	q21	TUBE1	6q
ENSG00000056972	6	q21	TRAF3IP2	6q
ENSG00000085377	6	q21	PREP	6q
ENSG00000111832	6	q22.1	RWDD1	6q
ENSG00000047932	6	q22.1	GOPC	6q
ENSG00000153989	6	q22.1	NUS1	6q
ENSG00000189241	6	q22.1	TSPYL1	6q
ENSG00000178425	6	q22.1	NT5DC1	6q
ENSG00000164465	6	q22.1	DCBLD1	6q
ENSG00000111906	6	q22.31	HDDC2	6q
ENSG00000111907	6	q22.31	TPD52L1	6q
ENSG00000111897	6	q22.31	SERINC1	6q
ENSG00000135549	6	q22.31	PKIB	6q
ENSG00000111875	6	q22.31	ASF1A	6q
ENSG00000111912	6	q22.31	NCOA7	6q
ENSG00000152661	6	q22.31	GJA1	6q
ENSG00000203760	6	q22.32	CENPW	6q
ENSG00000066651	6	q22.32	TRMT11	6q
ENSG00000111911	6	q22.32	HINT3	6q
ENSG00000093144	6	q22.33	ECHDC1	6q
ENSG00000146376	6	q22.33	ARHGAP18	6q
ENSG00000152894	6	q22.33	PTPRK	6q
ENSG00000112306	6	q23.2	RPS12	6q
ENSG00000118523	6	q23.2	CTGF	6q
ENSG00000079819	6	q23.2	EPB41L2	6q
ENSG00000028839	6	q23.2	TBPL1	6q
ENSG00000079950	6	q23.2	STX7	6q
ENSG00000118515	6	q23.2	SGK1	6q
ENSG00000112378	6	q23.3	PERP	6q
ENSG00000029363	6	q23.3	BCLAF1	6q
ENSG00000135541	6	q23.3	AHI1	6q
ENSG00000112339	6	q23.3	HBS1L	6q
ENSG00000135525	6	q23.3	MAP7	6q
ENSG00000027697	6	q23.3	IFNGR1	6q
ENSG00000051620	6	q24.1	HEBP2	6q
ENSG00000146386	6	q24.1	ABRACL	6q
ENSG00000164442	6	q24.1	CITED2	6q
ENSG00000009844	6	q24.1	VTA1	6q
ENSG00000135597	6	q24.1	REPS1	6q
ENSG00000024862	6	q24.1	CCDC28A	6q
ENSG00000169976	6	q24.2	SF3B5	6q
ENSG00000001036	6	q24.2	FUCA2	6q
ENSG00000112419	6	q24.2	PHACTR2	6q
ENSG00000146416	6	q24.2	AIG1	6q
ENSG00000135521	6	q24.2	LTV1	6q
ENSG00000152818	6	q24.2	UTRN	6q
ENSG00000118508	6	q24.3	RAB32	6q
ENSG00000146414	6	q24.3	SHPRH	6q
ENSG00000131016	6	q25.1	AKAP12	6q
ENSG00000120265	6	q25.1	PCMT1	6q
ENSG00000120254	6	q25.1	MTHFD1L	6q
ENSG00000055211	6	q25.1	GINM1	6q
ENSG00000131013	6	q25.1	PPIL4	6q
ENSG00000186625	6	q25.1	KATNA1	6q
ENSG00000055208	6	q25.1	TAB2	6q
ENSG00000198729	6	q25.1	PPP1R14C	6q
ENSG00000120253	6	q25.1	NUP43	6q
ENSG00000120256	6	q25.1	LRP11	6q
ENSG00000155906	6	q25.1	RMND1	6q
ENSG00000112031	6	q25.2	MTRF1L	6q
ENSG00000112029	6	q25.2	FBXO5	6q
ENSG00000120438	6	q25.3	TCP1	6q
ENSG00000112110	6	q25.3	MRPL18	6q
ENSG00000146425	6	q25.3	DYNLT1	6q
ENSG00000092820	6	q25.3	EZR	6q
ENSG00000272047	6	q25.3	GTF2H5	6q
ENSG00000146457	6	q25.3	WTAP	6q
ENSG00000112096	6	q25.3	SOD2	6q
ENSG00000120437	6	q25.3	ACAT2	6q
ENSG00000130340	6	q25.3	SNX9	6q
ENSG00000146433	6	q25.3	TMEM181	6q
ENSG00000215712	6	q25.3	TMEM242	6q
ENSG00000078269	6	q25.3	SYNJ2	6q
ENSG00000197081	6	q25.3	IGF2R	6q
ENSG00000049618	6	q25.3	ARID1B	6q
ENSG00000029639	6	q25.3	TFB1M	6q
ENSG00000130338	6	q25.3	TULP4	6q
ENSG00000112531	6	q26	QKI	6q
ENSG00000085511	6	q26	MAP3K4	6q
ENSG00000008018	6	q27	PSMB1	6q
ENSG00000071994	6	q27	PDCD2	6q
ENSG00000198818	6	q27	SFT2D1	6q
ENSG00000026297	6	q27	RNASET2	6q
ENSG00000060762	6	q27	MPC1	6q
ENSG00000185127	6	q27	C6orf120	6q
ENSG00000130024	6	q27	PHF10	6q
ENSG00000213066	6	q27	FGFR1OP	6q
ENSG00000106153	7	p11.2	CHCHD2	7p
ENSG00000132432	7	p11.2	SEC61G	7p
ENSG00000146731	7	p11.2	CCT6A	7p
ENSG00000154978	7	p11.2	VOPP1	7p
ENSG00000146648	7	p11.2	EGFR	7p
ENSG00000129103	7	p11.2	SUMF2	7p
ENSG00000146733	7	p11.2	PSPH	7p
ENSG00000106070	7	p12.1	GRB10	7p
ENSG00000132436	7	p12.1	FIGNL1	7p
ENSG00000183696	7	p12.3	UPP1	7p
ENSG00000146674	7	p12.3	IGFBP3	7p
ENSG00000136205	7	p12.3	TNS3	7p
ENSG00000136273	7	p12.3	HUS1	7p
ENSG00000196262	7	p13	PPIA	7p
ENSG00000105968	7	p13	H2AFV	7p
ENSG00000106628	7	p13	POLD2	7p
ENSG00000106603	7	p13	COA1	7p
ENSG00000106636	7	p13	YKT6	7p
ENSG00000164543	7	p13	STK17A	7p
ENSG00000136280	7	p13	CCM2	7p
ENSG00000232956	7	p13	SNHG15	7p
ENSG00000158604	7	p13	TMED4	7p
ENSG00000136279	7	p13	DBNL	7p
ENSG00000136270	7	p13	TBRG4	7p
ENSG00000136271	7	p13	DDX56	7p
ENSG00000146676	7	p13	PURB	7p
ENSG00000078967	7	p13	UBE2D4	7p
ENSG00000106605	7	p13	BLVRA	7p
ENSG00000015676	7	p13	NUDCD3	7p
ENSG00000105953	7	p13	OGDH	7p
ENSG00000122515	7	p13	ZMIZ2	7p
ENSG00000122678	7	p13	POLM	7p
ENSG00000006451	7	p14.1	RALA	7p
ENSG00000168303	7	p14.1	MPLKIP	7p
ENSG00000106591	7	p14.1	MRPL32	7p
ENSG00000010270	7	p14.1	STARD3NL	7p
ENSG00000122641	7	p14.1	INHBA	7p
ENSG00000065883	7	p14.1	CDK13	7p
ENSG00000086289	7	p14.1	EPDR1	7p
ENSG00000006715	7	p14.1	VPS41	7p
ENSG00000122545	7	p14.2	SEPT7	7p
ENSG00000011426	7	p14.2	ANLN	7p
ENSG00000122557	7	p14.2	HERPUD2	7p
ENSG00000173852	7	p14.2	DPY19L1	7p
ENSG00000106355	7	p14.3	LSM5	7p
ENSG00000006625	7	p14.3	GGCT	7p
ENSG00000106105	7	p14.3	GARS	7p
ENSG00000164610	7	p14.3	RP9	7p
ENSG00000136193	7	p14.3	SCRN1	7p
ENSG00000122642	7	p14.3	FKBP9	7p
ENSG00000105778	7	p14.3	AVL9	7p
ENSG00000106080	7	p14.3	FKBP14	7p
ENSG00000170852	7	p14.3	KBTBD2	7p
ENSG00000106086	7	p14.3	PLEKHA8	7p
ENSG00000146592	7	p15.1	CREB5	7p
ENSG00000122566	7	p15.2	HNRNPA2B1	7p
ENSG00000122565	7	p15.2	CBX3	7p
ENSG00000106052	7	p15.2	TAX1BP1	7p
ENSG00000233429	7	p15.2	HOTAIRM1	7p
ENSG00000005020	7	p15.2	SKAP2	7p
ENSG00000086300	7	p15.2	SNX10	7p
ENSG00000050344	7	p15.2	NFE2L3	7p
ENSG00000106049	7	p15.2	HIBADH	7p
ENSG00000253293	7	p15.2	HOXA10	7p
ENSG00000122592	7	p15.2	HOXA7	7p
ENSG00000196683	7	p15.3	TOMM7	7p
ENSG00000172115	7	p15.3	CYCS	7p
ENSG00000156928	7	p15.3	MALSU1	7p
ENSG00000164649	7	p15.3	CDCA7L	7p
ENSG00000164548	7	p15.3	TRA2A	7p
ENSG00000105926	7	p15.3	MPP6	7p
ENSG00000136231	7	p15.3	IGF2BP3	7p
ENSG00000122550	7	p15.3	KLHL7	7p
ENSG00000122591	7	p15.3	FAM126A	7p
ENSG00000136243	7	p15.3	NUPL2	7p
ENSG00000136235	7	p15.3	GPNMB	7p
ENSG00000070882	7	p15.3	OSBPL3	7p
ENSG00000106541	7	p21.1	AGR2	7p
ENSG00000105849	7	p21.1	TWISTNB	7p
ENSG00000106537	7	p21.1	TSPAN13	7p
ENSG00000136261	7	p21.1	BZW2	7p
ENSG00000105855	7	p21.1	ITGB8	7p
ENSG00000106546	7	p21.1	AHR	7p
ENSG00000183742	7	p21.1	MACC1	7p
ENSG00000071189	7	p21.1	SNX13	7p
ENSG00000189043	7	p21.3	NDUFA4	7p
ENSG00000106399	7	p21.3	RPA3	7p
ENSG00000106443	7	p21.3	PHF14	7p
ENSG00000122644	7	p21.3	ARL4A	7p
ENSG00000106460	7	p21.3	TMEM106B	7p
ENSG00000164654	7	p21.3	MIOS	7p
ENSG00000003147	7	p21.3	ICA1	7p
ENSG00000075624	7	p22.1	ACTB	7p
ENSG00000136238	7	p22.1	RAC1	7p
ENSG00000136240	7	p22.1	KDELR2	7p
ENSG00000075618	7	p22.1	FSCN1	7p
ENSG00000086232	7	p22.1	EIF2AK1	7p
ENSG00000136247	7	p22.1	ZDHHC4	7p
ENSG00000157954	7	p22.1	WIPI2	7p
ENSG00000106305	7	p22.1	AIMP2	7p
ENSG00000122674	7	p22.1	CCZ1	7p
ENSG00000106392	7	p22.1	C1GALT1	7p
ENSG00000011275	7	p22.1	RNF216	7p
ENSG00000146576	7	p22.1	C7orf26	7p
ENSG00000146574	7	p22.1	CCZ1B	7p
ENSG00000164916	7	p22.1	FOXK1	7p
ENSG00000164631	7	p22.1	ZNF12	7p
ENSG00000106346	7	p22.1	USP42	7p
ENSG00000122512	7	p22.1	PMS2	7p
ENSG00000146535	7	p22.2	GNA12	7p
ENSG00000146540	7	p22.3	C7orf50	7p
ENSG00000157778	7	p22.3	PSMG3	7p
ENSG00000106268	7	p22.3	NUDT1	7p
ENSG00000106263	7	p22.3	EIF3B	7p
ENSG00000240230	7	p22.3	COX19	7p
ENSG00000178381	7	p22.3	ZFAND2A	7p
ENSG00000164828	7	p22.3	SUN1	7p
ENSG00000002822	7	p22.3	MAD1L1	7p
ENSG00000106266	7	p22.3	SNX8	7p
ENSG00000164880	7	p22.3	INTS1	7p
ENSG00000177706	7	p22.3	FAM20C	7p
ENSG00000136213	7	p22.3	CHST12	7p
ENSG00000106012	7	p22.3	IQCE	7p
ENSG00000197461	7	p22.3	PDGFA	7p
ENSG00000136295	7	p22.3	TTYH3	7p
ENSG00000188191	7	p22.3	PRKAR1B	7p
ENSG00000198517	7	p22.3	MAFK	7p
ENSG00000106009	7	p22.3	BRAT1	7p
ENSG00000105963	7	p22.3	ADAP1	7p
ENSG00000126524	7	q11.21	SBDS	7q
ENSG00000106609	7	q11.21	TMEM248	7q
ENSG00000196715	7	q11.21	VKORC1L1	7q
ENSG00000126522	7	q11.21	ASL	7q
ENSG00000241258	7	q11.21	CRCP	7q
ENSG00000169902	7	q11.21	TPST1	7q
ENSG00000169919	7	q11.21	GUSB	7q
ENSG00000198874	7	q11.21	TYW1	7q
ENSG00000213462	7	q11.21	ERV3-1	7q
ENSG00000106211	7	q11.23	HSPB1	7q
ENSG00000146701	7	q11.23	MDH2	7q
ENSG00000106682	7	q11.23	EIF4H	7q
ENSG00000009954	7	q11.23	BAZ1B	7q
ENSG00000263001	7	q11.23	GTF2I	7q
ENSG00000170027	7	q11.23	YWHAG	7q
ENSG00000106635	7	q11.23	BCL7B	7q
ENSG00000127947	7	q11.23	PTPN12	7q
ENSG00000189143	7	q11.23	CLDN4	7q
ENSG00000005486	7	q11.23	RHBDD2	7q
ENSG00000187257	7	q11.23	RSBN1L	7q
ENSG00000165215	7	q11.23	CLDN3	7q
ENSG00000049541	7	q11.23	RFC2	7q
ENSG00000130305	7	q11.23	NSUN5	7q
ENSG00000135211	7	q11.23	TMEM60	7q
ENSG00000127952	7	q11.23	STYXL1	7q
ENSG00000196313	7	q11.23	POM121	7q
ENSG00000106077	7	q11.23	ABHD11	7q
ENSG00000272391	7	q11.23	POM121C	7q
ENSG00000127948	7	q11.23	POR	7q
ENSG00000176410	7	q11.23	DNAJC30	7q
ENSG00000106638	7	q11.23	TBL2	7q
ENSG00000006576	7	q11.23	PHTF2	7q
ENSG00000106683	7	q11.23	LIMK1	7q
ENSG00000091073	7	q11.23	DTX2	7q
ENSG00000127946	7	q11.23	HIP1	7q
ENSG00000075223	7	q21.11	SEMA3C	7q
ENSG00000075213	7	q21.11	SEMA3A	7q
ENSG00000075142	7	q21.12	SRI	7q
ENSG00000006634	7	q21.12	DBF4	7q
ENSG00000182165	7	q21.12	TP53TG1	7q
ENSG00000005469	7	q21.12	CROT	7q
ENSG00000164647	7	q21.13	STEAP1	7q
ENSG00000105810	7	q21.2	CDK6	7q
ENSG00000234545	7	q21.2	FAM133B	7q
ENSG00000127914	7	q21.2	AKAP9	7q
ENSG00000001629	7	q21.2	ANKIB1	7q
ENSG00000001631	7	q21.2	KRIT1	7q
ENSG00000157259	7	q21.2	GATAD1	7q
ENSG00000205413	7	q21.2	SAMD9	7q
ENSG00000164713	7	q21.3	BRI3	7q
ENSG00000127920	7	q21.3	GNG11	7q
ENSG00000242265	7	q21.3	PEG10	7q
ENSG00000105825	7	q21.3	TFPI2	7q
ENSG00000105854	7	q21.3	PON2	7q
ENSG00000105829	7	q21.3	BET1	7q
ENSG00000164692	7	q21.3	COL1A2	7q
ENSG00000004864	7	q21.3	SLC25A13	7q
ENSG00000070669	7	q21.3	ASNS	7q
ENSG00000127990	7	q21.3	SGCE	7q
ENSG00000130429	7	q22.1	ARPC1B	7q
ENSG00000005075	7	q22.1	POLR2J	7q
ENSG00000241685	7	q22.1	ARPC1A	7q
ENSG00000106244	7	q22.1	PDAP1	7q
ENSG00000172354	7	q22.1	GNB2	7q
ENSG00000214253	7	q22.1	FIS1	7q
ENSG00000172336	7	q22.1	POP7	7q
ENSG00000106245	7	q22.1	BUD31	7q
ENSG00000106400	7	q22.1	ZNHIT1	7q
ENSG00000168090	7	q22.1	COPS6	7q
ENSG00000106367	7	q22.1	AP1S1	7q
ENSG00000105821	7	q22.1	DNAJC2	7q
ENSG00000170632	7	q22.1	ARMC10	7q
ENSG00000087077	7	q22.1	TRIP6	7q
ENSG00000106366	7	q22.1	SERPINE1	7q
ENSG00000166508	7	q22.1	MCM7	7q
ENSG00000160813	7	q22.1	PPP1R35	7q
ENSG00000161057	7	q22.1	PSMC2	7q
ENSG00000285437	7	q22.1	POLR2J3	7q
ENSG00000106290	7	q22.1	TAF6	7q
ENSG00000197343	7	q22.1	ZNF655	7q
ENSG00000166925	7	q22.1	TSC22D4	7q
ENSG00000106397	7	q22.1	PLOD3	7q
ENSG00000106261	7	q22.1	ZKSCAN1	7q
ENSG00000257923	7	q22.1	CUX1	7q
ENSG00000160917	7	q22.1	CPSF4	7q
ENSG00000006453	7	q22.1	BAIAP2L1	7q
ENSG00000128563	7	q22.1	PRKRIP1	7q
ENSG00000160991	7	q22.1	ORAI2	7q
ENSG00000087087	7	q22.1	SRRT	7q
ENSG00000105819	7	q22.1	PMPCB	7q
ENSG00000128564	7	q22.1	VGF	7q
ENSG00000106330	7	q22.1	MOSPD3	7q
ENSG00000146834	7	q22.1	MEPCE	7q
ENSG00000121716	7	q22.1	PILRB	7q
ENSG00000160993	7	q22.1	ALKBH4	7q
ENSG00000161036	7	q22.1	LRWD1	7q
ENSG00000160908	7	q22.1	ZNF394	7q
ENSG00000221838	7	q22.1	AP4M1	7q
ENSG00000077454	7	q22.1	LRCH4	7q
ENSG00000169871	7	q22.1	TRIM56	7q
ENSG00000166526	7	q22.1	ZNF3	7q
ENSG00000106333	7	q22.1	PCOLCE	7q
ENSG00000196411	7	q22.1	EPHB4	7q
ENSG00000198742	7	q22.1	SMURF1	7q
ENSG00000146828	7	q22.1	SLC12A9	7q
ENSG00000146830	7	q22.1	GIGYF1	7q
ENSG00000075790	7	q22.3	BCAP29	7q
ENSG00000135250	7	q22.3	SRPK2	7q
ENSG00000008282	7	q22.3	SYPL1	7q
ENSG00000105835	7	q22.3	NAMPT	7q
ENSG00000253276	7	q22.3	CCDC71L	7q
ENSG00000091127	7	q22.3	PUS7	7q
ENSG00000105865	7	q22.3	DUS4L	7q
ENSG00000105879	7	q22.3	CBLL1	7q
ENSG00000006652	7	q31.1	IFRD1	7q
ENSG00000091140	7	q31.1	DLD	7q
ENSG00000135272	7	q31.1	MDFIC	7q
ENSG00000177683	7	q31.1	THAP5	7q
ENSG00000091136	7	q31.1	LAMB1	7q
ENSG00000135241	7	q31.1	PNPLA8	7q
ENSG00000184903	7	q31.1	IMMP2L	7q
ENSG00000128590	7	q31.1	DNAJB9	7q
ENSG00000198839	7	q31.1	ZNF277	7q
ENSG00000105974	7	q31.2	CAV1	7q
ENSG00000105971	7	q31.2	CAV2	7q
ENSG00000198898	7	q31.2	CAPZA2	7q
ENSG00000105976	7	q31.2	MET	7q
ENSG00000135269	7	q31.2	TES	7q
ENSG00000004866	7	q31.2	ST7	7q
ENSG00000196937	7	q31.31	FAM3C	7q
ENSG00000071243	7	q31.31	ING3	7q
ENSG00000128609	7	q31.32	NDUFA5	7q
ENSG00000106299	7	q31.32	WASL	7q
ENSG00000048405	7	q31.33	ZNF800	7q
ENSG00000128524	7	q32.1	ATP6V1F	7q
ENSG00000128595	7	q32.1	CALU	7q
ENSG00000106348	7	q32.1	IMPDH1	7q
ENSG00000106344	7	q32.1	RBM28	7q
ENSG00000004059	7	q32.1	ARF5	7q
ENSG00000135245	7	q32.1	HILPDA	7q
ENSG00000197157	7	q32.1	SND1	7q
ENSG00000165055	7	q32.1	METTL2B	7q
ENSG00000064419	7	q32.1	TNPO3	7q
ENSG00000128591	7	q32.1	FLNC	7q
ENSG00000106484	7	q32.2	MEST	7q
ENSG00000186591	7	q32.2	UBE2H	7q
ENSG00000128607	7	q32.2	KLHDC10	7q
ENSG00000106477	7	q32.2	CEP41	7q
ENSG00000091732	7	q32.2	ZC3HC1	7q
ENSG00000146842	7	q32.2	TMEM209	7q
ENSG00000128585	7	q32.3	MKLN1	7q
ENSG00000128567	7	q32.3	PODXL	7q
ENSG00000122786	7	q33	CALD1	7q
ENSG00000085662	7	q33	AKR1B1	7q
ENSG00000105887	7	q33	MTPN	7q
ENSG00000106554	7	q33	CHCHD3	7q
ENSG00000080802	7	q33	CNOT4	7q
ENSG00000205060	7	q33	SLC35B4	7q
ENSG00000182158	7	q33	CREB3L2	7q
ENSG00000198074	7	q33	AKR1B10	7q
ENSG00000172331	7	q33	BPGM	7q
ENSG00000122779	7	q33	TRIM24	7q
ENSG00000105894	7	q33	PTN	7q
ENSG00000131558	7	q33	EXOC4	7q
ENSG00000090266	7	q34	NDUFB2	7q
ENSG00000106028	7	q34	SSBP1	7q
ENSG00000090263	7	q34	MRPS33	7q
ENSG00000159840	7	q34	ZYX	7q
ENSG00000197448	7	q34	GSTK1	7q
ENSG00000133606	7	q34	MKRN1	7q
ENSG00000105939	7	q34	ZC3HAV1	7q
ENSG00000064393	7	q34	HIPK2	7q
ENSG00000269955	7	q34	C7orf55-LUC7L2	7q
ENSG00000133597	7	q34	ADCK2	7q
ENSG00000106144	7	q34	CASP2	7q
ENSG00000106123	7	q34	EPHB6	7q
ENSG00000157800	7	q34	SLC37A3	7q
ENSG00000213214	7	q35	ARHGEF35	7q
ENSG00000106615	7	q36.1	RHEB	7q
ENSG00000155660	7	q36.1	PDIA4	7q
ENSG00000164897	7	q36.1	TMUB1	7q
ENSG00000164896	7	q36.1	FASTK	7q
ENSG00000106462	7	q36.1	EZH2	7q
ENSG00000214022	7	q36.1	REPIN1	7q
ENSG00000033050	7	q36.1	ABCF2	7q
ENSG00000171130	7	q36.1	ATP6V0E2	7q
ENSG00000164889	7	q36.1	SLC4A2	7q
ENSG00000055130	7	q36.1	CUL1	7q
ENSG00000164885	7	q36.1	CDK5	7q
ENSG00000127399	7	q36.1	LRRC61	7q
ENSG00000013374	7	q36.1	NUB1	7q
ENSG00000106617	7	q36.1	PRKAG2	7q
ENSG00000196584	7	q36.1	XRCC2	7q
ENSG00000178234	7	q36.1	GALNT11	7q
ENSG00000133612	7	q36.1	AGAP3	7q
ENSG00000033100	7	q36.1	CHPF2	7q
ENSG00000197150	7	q36.1	ABCB8	7q
ENSG00000082014	7	q36.1	SMARCD3	7q
ENSG00000106538	7	q36.1	RARRES2	7q
ENSG00000105993	7	q36.3	DNAJB6	7q
ENSG00000009335	7	q36.3	UBE3C	7q
ENSG00000146909	7	q36.3	NOM1	7q
ENSG00000184863	7	q36.3	RBM33	7q
ENSG00000186480	7	q36.3	INSIG1	7q
ENSG00000126870	7	q36.3	WDR60	7q
ENSG00000117868	7	q36.3	ESYT2	7q
ENSG00000146918	7	q36.3	NCAPG2	7q
ENSG00000105983	7	q36.3	LMBR1	7q
ENSG00000078668	8	p11.21	VDAC3	8p
ENSG00000168522	8	p11.21	FNTA	8p
ENSG00000147533	8	p11.21	GOLGA7	8p
ENSG00000168172	8	p11.21	HOOK3	8p
ENSG00000104332	8	p11.21	SFRP1	8p
ENSG00000168575	8	p11.21	SLC20A2	8p
ENSG00000083168	8	p11.21	KAT6A	8p
ENSG00000104368	8	p11.21	PLAT	8p
ENSG00000147536	8	p11.21	GINS4	8p
ENSG00000165102	8	p11.21	HGSNAT	8p
ENSG00000070718	8	p11.21	AP3M2	8p
ENSG00000120925	8	p11.21	RNF170	8p
ENSG00000070501	8	p11.21	POLB	8p
ENSG00000131931	8	p11.21	THAP1	8p
ENSG00000147526	8	p11.22	TACC1	8p
ENSG00000169490	8	p11.22	TM2D2	8p
ENSG00000168615	8	p11.22	ADAM9	8p
ENSG00000169499	8	p11.22	PLEKHA2	8p
ENSG00000187840	8	p11.23	EIF4EBP1	8p
ENSG00000175324	8	p11.23	LSM1	8p
ENSG00000077782	8	p11.23	FGFR1	8p
ENSG00000156675	8	p11.23	RAB11FIP1	8p
ENSG00000183779	8	p11.23	ZNF703	8p
ENSG00000165046	8	p11.23	LETM2	8p
ENSG00000156735	8	p11.23	BAG4	8p
ENSG00000129691	8	p11.23	ASH2L	8p
ENSG00000147475	8	p11.23	ERLIN2	8p
ENSG00000085788	8	p11.23	DDHD2	8p
ENSG00000197265	8	p12	GTF2E2	8p
ENSG00000104695	8	p12	PPP2CB	8p
ENSG00000120875	8	p12	DUSP4	8p
ENSG00000104660	8	p12	LEPROTL1	8p
ENSG00000157168	8	p12	NRG1	8p
ENSG00000104671	8	p12	DCTN6	8p
ENSG00000198042	8	p12	MAK16	8p
ENSG00000157110	8	p12	RBPMS	8p
ENSG00000104687	8	p12	GSR	8p
ENSG00000147419	8	p21.1	CCDC25	8p
ENSG00000120885	8	p21.1	CLU	8p
ENSG00000168078	8	p21.1	PBK	8p
ENSG00000171320	8	p21.1	ESCO2	8p
ENSG00000147454	8	p21.2	SLC25A37	8p
ENSG00000221914	8	p21.2	PPP2R2A	8p
ENSG00000104765	8	p21.2	BNIP3L	8p
ENSG00000092964	8	p21.2	DPYSL2	8p
ENSG00000147459	8	p21.2	DOCK5	8p
ENSG00000184661	8	p21.2	CDCA2	8p
ENSG00000159167	8	p21.2	STC1	8p
ENSG00000104756	8	p21.2	KCTD9	8p
ENSG00000120913	8	p21.3	PDLIM2	8p
ENSG00000104613	8	p21.3	INTS10	8p
ENSG00000120896	8	p21.3	SORBS3	8p
ENSG00000104679	8	p21.3	R3HCC1	8p
ENSG00000168476	8	p21.3	REEP4	8p
ENSG00000104611	8	p21.3	SH2D4A	8p
ENSG00000168495	8	p21.3	POLR3D	8p
ENSG00000134013	8	p21.3	LOXL2	8p
ENSG00000104635	8	p21.3	SLC39A14	8p
ENSG00000147439	8	p21.3	BIN3	8p
ENSG00000120889	8	p21.3	TNFRSF10B	8p
ENSG00000147416	8	p21.3	ATP6V1B2	8p
ENSG00000147457	8	p21.3	CHMP7	8p
ENSG00000168487	8	p21.3	BMP1	8p
ENSG00000130227	8	p21.3	XPO7	8p
ENSG00000198791	8	p22	CNOT7	8p
ENSG00000078674	8	p22	PCM1	8p
ENSG00000104723	8	p22	TUSC3	8p
ENSG00000104763	8	p22	ASAH1	8p
ENSG00000155975	8	p22	VPS37A	8p
ENSG00000104219	8	p22	ZDHHC2	8p
ENSG00000164741	8	p22	DLC1	8p
ENSG00000156011	8	p22	PSD3	8p
ENSG00000129422	8	p22	MTUS1	8p
ENSG00000164733	8	p23.1	CTSB	8p
ENSG00000079459	8	p23.1	FDFT1	8p
ENSG00000155189	8	p23.1	AGPAT5	8p
ENSG00000154328	8	p23.1	NEIL2	8p
ENSG00000258724	8	p23.1	PINX1	8p
ENSG00000175806	8	p23.1	MSRA	8p
ENSG00000147324	8	p23.1	MFHAS1	8p
ENSG00000104626	8	p23.1	ERI1	8p
ENSG00000104643	8	p23.1	MTMR9	8p
ENSG00000104714	8	p23.3	ERICH1	8p
ENSG00000147364	8	p23.3	FBXO25	8p
ENSG00000182372	8	p23.3	CLN8	8p
ENSG00000104728	8	p23.3	ARHGEF10	8p
ENSG00000253729	8	q11.21	PRKDC	8q
ENSG00000169139	8	q11.21	UBE2V2	8q
ENSG00000221869	8	q11.21	CEBPD	8q
ENSG00000104738	8	q11.21	MCM4	8q
ENSG00000019549	8	q11.21	SNAI2	8q
ENSG00000187735	8	q11.23	TCEA1	8q
ENSG00000120992	8	q11.23	LYPLA1	8q
ENSG00000137547	8	q11.23	MRPL15	8q
ENSG00000023287	8	q11.23	RB1CC1	8q
ENSG00000147509	8	q11.23	RGS20	8q
ENSG00000047249	8	q11.23	ATP6V1H	8q
ENSG00000168300	8	q11.23	PCMTD1	8q
ENSG00000008988	8	q12.1	RPS20	8q
ENSG00000104388	8	q12.1	RAB2A	8q
ENSG00000170791	8	q12.1	CHCHD7	8q
ENSG00000137574	8	q12.1	TGS1	8q
ENSG00000137575	8	q12.1	SDCBP	8q
ENSG00000104331	8	q12.1	IMPAD1	8q
ENSG00000254087	8	q12.1	LYN	8q
ENSG00000167904	8	q12.1	TMEM68	8q
ENSG00000215114	8	q12.1	UBXN2B	8q
ENSG00000035681	8	q12.1	NSMAF	8q
ENSG00000171316	8	q12.2	CHD7	8q
ENSG00000198363	8	q12.3	ASPH	8q
ENSG00000137563	8	q12.3	GGH	8q
ENSG00000185728	8	q12.3	YTHDF3	8q
ENSG00000121022	8	q13.1	COPS5	8q
ENSG00000179041	8	q13.1	RRS1	8q
ENSG00000104442	8	q13.1	ARMC1	8q
ENSG00000066855	8	q13.1	MTFR1	8q
ENSG00000147571	8	q13.1	CRH	8q
ENSG00000104218	8	q13.1	CSPP1	8q
ENSG00000185697	8	q13.1	MYBL1	8q
ENSG00000205268	8	q13.1	PDE7A	8q
ENSG00000066777	8	q13.2	ARFGEF1	8q
ENSG00000067167	8	q13.3	TRAM1	8q
ENSG00000147592	8	q13.3	LACTB2	8q
ENSG00000147604	8	q21.11	RPL7	8q
ENSG00000147601	8	q21.11	TERF1	8q
ENSG00000175606	8	q21.11	TMEM70	8q
ENSG00000040341	8	q21.11	STAU2	8q
ENSG00000121039	8	q21.11	RDH10	8q
ENSG00000104343	8	q21.11	UBE2W	8q
ENSG00000164687	8	q21.13	FABP5	8q
ENSG00000076554	8	q21.13	TPD52	8q
ENSG00000147586	8	q21.13	MRPS28	8q
ENSG00000104231	8	q21.13	ZFAND1	8q
ENSG00000164751	8	q21.13	PEX2	8q
ENSG00000164695	8	q21.13	CHMP4C	8q
ENSG00000170323	8	q21.13	FABP4	8q
ENSG00000091656	8	q21.13	ZFHX4	8q
ENSG00000133731	8	q21.13	IMPA1	8q
ENSG00000176731	8	q21.2	C8orf59	8q
ENSG00000133739	8	q21.2	LRRCC1	8q
