"","Gene.stable.ID","Chromosome.scaffold.name","Karyotype.band","HGNC.symbol","chr.arm"
"17075","ENSG00000136573",8,"p23.1","BLK","8p"
"17080","ENSG00000141200",17,"q22","KIF2B","17q"
"17089","ENSG00000159082",21,"q22.11","SYNJ1","21q"
"17090","ENSG00000141574",17,"q25.3","SECTM1","17q"
"17092","ENSG00000152953",4,"p16.2","STK32B","4p"
"17093","ENSG00000215203",4,"p13","GRXCR1","4p"
"17094","ENSG00000178996",5,"q11.2","SNX18","5q"
"17095","ENSG00000174547",11,"q13.2","MRPL11","11q"
"17108","ENSG00000120509",23,"q13.1","PDZD11","23q"
"17112","ENSG00000168303",7,"p14.1","MPLKIP","7p"
"17113","ENSG00000237787",3,"q25.2","C3orf79","3q"
"17126","ENSG00000184384",11,"q21","MAML2","11q"
"17129","ENSG00000164967",9,"p13.3","RPP25L","9p"
"17131","ENSG00000206075",18,"q21.33","SERPINB5","18q"
"17150","ENSG00000225298",21,"q21.3","LINC00113","21q"
"17152","ENSG00000156587",11,"q12.1","UBE2L6","11q"
"17153","ENSG00000180543",8,"q22.1","TSPYL5","8q"
"17157","ENSG00000106080",7,"p14.3","FKBP14","7p"
"17160","ENSG00000073670",17,"q21.31","ADAM11","17q"
"17162","ENSG00000174483",11,"q13.2","BBS1","11q"
"17164","ENSG00000178457",21,"q21.3","LINC00314","21q"
"17165","ENSG00000088882",20,"p13","CPXM1","20p"
"17172","ENSG00000083896",4,"q13.2","YTHDC1","4q"
"17181","ENSG00000129465",14,"q12","RIPK3","14q"
"17183","ENSG00000186073",15,"q14","C15orf41","15q"
"17189","ENSG00000217261",22,"q11.21","POM121L4P","22q"
"17196","ENSG00000158480",20,"q13.13","SPATA2","20q"
"17207","ENSG00000006606",7,"q11.23","CCL26","7q"
"17209","ENSG00000251322",22,"q13.33","SHANK3","22q"
"17210","ENSG00000106086",7,"p14.3","PLEKHA8","7p"
"17212","ENSG00000102239",23,"q26.3","BRS3","23q"
"17213","ENSG00000163599",2,"q33.2","CTLA4","2q"
"17218","ENSG00000075223",7,"q21.11","SEMA3C","7q"
"17219","ENSG00000114790",3,"q25.2","ARHGEF26","3q"
"17220","ENSG00000243836",7,"q36.1","WDR86-AS1","7q"
"17228","ENSG00000127419",4,"p16.3","TMEM175","4p"
"17229","ENSG00000067082",10,"p15.2","KLF6","10p"
"17231","ENSG00000173083",4,"q21.23","HPSE","4q"
"17233","ENSG00000106178",7,"q11.23","CCL24","7q"
"17234","ENSG00000161920",17,"p13.2","MED11","17p"
"17237","ENSG00000159339",1,"p36.13","PADI4","1p"
"17238","ENSG00000164845",12,"p13.31","FAM86FP","12p"
"17240","ENSG00000161921",17,"p13.2","CXCL16","17p"
"17246","ENSG00000171314",10,"q24.1","PGAM1","10q"
"17255","ENSG00000182489",23,"q22.1","XKRX","23q"
"17258","ENSG00000139675",13,"q14.3","HNRNPA1L2","13q"
"17261","ENSG00000135931",2,"q37.1","ARMC9","2q"
"17262","ENSG00000179921",2,"q35","GPBAR1","2q"
"17265","ENSG00000130600",11,"p15.5","H19","11p"
"17273","ENSG00000166762",15,"q15.3","CATSPER2","15q"
"17276","ENSG00000162426",1,"p36.23","SLC45A1","1p"
"17282","ENSG00000149131",11,"q12.1","SERPING1","11q"
"17283","ENSG00000089050",20,"p11.23","RBBP9","20p"
"17286","ENSG00000171311",10,"q24.1","EXOSC1","10q"
"17289","ENSG00000205863",13,"q12.12","C1QTNF9B","13q"
"17292","ENSG00000243069",3,"q25.2","ARHGEF26-AS1","3q"
"17293","ENSG00000069011",5,"q31.1","PITX1","5q"
"17294","ENSG00000186591",7,"q32.2","UBE2H","7q"
"17295","ENSG00000197905",12,"p13.33","TEAD4","12p"
"17296","ENSG00000027001",13,"q12.12","MIPEP","13q"
"17297","ENSG00000138696",4,"q22.3","BMPR1B","4q"
"17304","ENSG00000115540",2,"q33.1","MOB4","2q"
"17313","ENSG00000166603",18,"q21.32","MC4R","18q"
"17325","ENSG00000149231",11,"q21","CCDC82","11q"
"17328","ENSG00000164283",5,"q11.2","ESM1","5q"
"17330","ENSG00000129696",8,"p12","TTI2","8p"
"17331","ENSG00000113088",5,"q11.2","GZMK","5q"
"17332","ENSG00000113648",5,"q31.1","H2AFY","5q"
"17335","ENSG00000021574",2,"p22.3","SPAST","2p"
"17337","ENSG00000166869",16,"p12.2","CHP2","16p"
"17346","ENSG00000147649",8,"q22.1","MTDH","8q"
"17347","ENSG00000226287",22,"q11.21","TMEM191A","22q"
"17348","ENSG00000178607",17,"q23.3","ERN1","17q"
"17350","ENSG00000205913",16,"p13.3","SRRM2-AS1","16p"
"17351","ENSG00000223518",15,"q14","CSNK1A1P1","15q"
"17352","ENSG00000165672",10,"q26.11","PRDX3","10q"
"17356","ENSG00000018510",2,"q31.2","AGPS","2q"
"17357","ENSG00000167978",16,"p13.3","SRRM2","16p"
"17361","ENSG00000198042",8,"p12","MAK16","8p"
"17367","ENSG00000178951",19,"p13.3","ZBTB7A","19p"
"17372","ENSG00000237289",15,"q15.3","CKMT1B","15q"
"17373","ENSG00000163600",2,"q33.2","ICOS","2q"
"17376","ENSG00000172728",8,"p12","FUT10","8p"
"17383","ENSG00000137100",9,"p13.3","DCTN3","9p"
"17384","ENSG00000137571",8,"q13.3","SLCO5A1","8q"
"17388","ENSG00000138029",2,"p23.3","HADHB","2p"
"17393","ENSG00000182459",17,"q25.3","TEX19","17q"
"17409","ENSG00000150764",11,"q23.1","DIXDC1","11q"
"17413","ENSG00000164684",8,"q21.13","ZNF704","8q"
"17417","ENSG00000196659",2,"q31.2","TTC30B","2q"
"17418","ENSG00000154059",18,"q11.2","IMPACT","18q"
"17422","ENSG00000114446",3,"q13.13","IFT57","3q"
"17424","ENSG00000181408",17,"q25.3","UTS2R","17q"
"17425","ENSG00000116044",2,"q31.2","NFE2L2","2q"
"17429","ENSG00000131100",22,"q11.21","ATP6V1E1","22q"
"17444","ENSG00000119147",2,"q12.2","C2orf40","2q"
"17445","ENSG00000215440",20,"q13.32","NPEPL1","20q"
"17446","ENSG00000226935",21,"q21.3","LINC00161","21q"
"17447","ENSG00000091732",7,"q32.2","ZC3HC1","7q"
"17448","ENSG00000134588",23,"q26.2","USP26","23q"
"17449","ENSG00000225969",7,"q11.23","ABHD11-AS1","7q"
"17451","ENSG00000106077",7,"q11.23","ABHD11","7q"
"17452","ENSG00000119335",9,"q34.11","SET","9q"
"17453","ENSG00000242866",15,"q15.3","STRC","15q"
"17454","ENSG00000184206",15,"q25.2","GOLGA6L4","15q"
"17457","ENSG00000196511",7,"q35","TPK1","7q"
"17459","ENSG00000114107",3,"q22.3","CEP70","3q"
"17460","ENSG00000205858",7,"p21.1","LRRC72","7p"
"17463","ENSG00000171243",7,"p21.1","SOSTDC1","7p"
"17467","ENSG00000004468",4,"p15.32","CD38","4p"
"17470","ENSG00000254986",11,"q13.2","DPP3","11q"
"17473","ENSG00000270757",2,"q33.1","HSPE1-MOB4","2q"
"17474","ENSG00000102241",23,"q26.3","HTATSF1","23q"
"17476","ENSG00000101187",20,"q13.33","SLCO4A1","20q"
"17478","ENSG00000126895",23,"q28","AVPR2","23q"
"17481","ENSG00000198526",2,"q22.3","PABPC1P2","2q"
"17485","ENSG00000104341",8,"q22.1","LAPTM4B","8q"
"17486","ENSG00000172232",19,"p13.3","AZU1","19p"
"17488","ENSG00000144381",2,"q33.1","HSPD1","2q"
"17490","ENSG00000095585",10,"q24.1","BLNK","10q"
"17491","ENSG00000254995",20,"q13.32","STX16-NPEPL1","20q"
"17500","ENSG00000088340",20,"q11.22","FER1L4","20q"
"17503","ENSG00000124222",20,"q13.32","STX16","20q"
"17505","ENSG00000102030",23,"q28","NAA10","23q"
"17510","ENSG00000186448",3,"p21.31","ZNF197","3p"
"17515","ENSG00000127920",7,"q21.3","GNG11","7q"
"17516","ENSG00000153094",2,"q13","BCL2L11","2q"
"17525","ENSG00000020256",20,"q13.2","ZFP64","20q"
"17526","ENSG00000107249",9,"p24.2","GLIS3","9p"
"17527","ENSG00000085514",7,"q22.1","PILRA","7q"
"17529","ENSG00000135736",16,"q21","CCDC102A","16q"
"17531","ENSG00000100312",22,"q13.33","ACR","22q"
"17538","ENSG00000247095",11,"p15.5","MIR210HG","11p"
"17544","ENSG00000036565",8,"p21.3","SLC18A1","8p"
"17547","ENSG00000107854",10,"q23.32","TNKS2","10q"
"17549","ENSG00000140945",16,"q23.3","CDH13","16q"
"17551","ENSG00000197170",17,"q24.2","PSMD12","17q"
"17553","ENSG00000276747",1,"p36.13","PADI6","1p"
"17556","ENSG00000141497",17,"p13.2","ZMYND15","17p"
"17557","ENSG00000176495",11,"q12.1","OR5AN1","11q"
"17560","ENSG00000162981",2,"p24.3","FAM84A","2p"
"17562","ENSG00000174225",23,"q22.1","ARL13A","23q"
"17564","ENSG00000144792",3,"p21.31","ZNF660","3p"
"17567","ENSG00000185917",21,"q22.12","SETD4","21q"
"17569","ENSG00000233610",13,"q14.2","LINC00462","13q"
"17570","ENSG00000139679",13,"q14.2","LPAR6","13q"
"17574","ENSG00000169981",3,"p21.31","ZNF35","3p"
"17578","ENSG00000179051",1,"p36.13","RCC2","1p"
"17583","ENSG00000115541",2,"q33.1","HSPE1","2q"
"17586","ENSG00000078319",7,"q22.1","PMS2P1","7q"
"17587","ENSG00000146192",6,"p21.2","FGD2","6p"
"17594","ENSG00000139687",13,"q14.2","RB1","13q"
"17596","ENSG00000084754",2,"p23.3","HADHA","2p"
"17597","ENSG00000101290",20,"p12.3","CDS2","20p"
"17598","ENSG00000163576",3,"p24.3","EFHB","3p"
"17613","ENSG00000011028",17,"q23.2","MRC2","17q"
"17617","ENSG00000177335",8,"q24.3","C8orf31","8q"
"17618","ENSG00000006283",17,"q21.33","CACNA1G","17q"
"17619","ENSG00000186766",10,"q26.2","FOXI2","10q"
"17622","ENSG00000237009",9,"p24.2","GLIS3-AS1","9p"
"17623","ENSG00000203880",20,"q13.33","PCMTD2","20q"
"17628","ENSG00000117758",1,"p35.3","STX12","1p"
"17630","ENSG00000261594",11,"q13.4","TPBGL","11q"
"17632","ENSG00000122912",10,"q21.3","SLC25A16","10q"
"17633","ENSG00000179833",2,"p14","SERTAD2","2p"
"17635","ENSG00000182963",17,"q21.31","GJC1","17q"
"17638","ENSG00000126934",19,"p13.3","MAP2K2","19p"
"17639","ENSG00000005486",7,"q11.23","RHBDD2","7q"
"17644","ENSG00000172324",11,"q12.1","OR5A2","11q"
"17645","ENSG00000177613",10,"q21.1","CSTF2T","10q"
"17646","ENSG00000214300",7,"q22.1","SPDYE3","7q"
"17649","ENSG00000180745",10,"q26.2","CLRN3","10q"
"17654","ENSG00000172320",11,"q12.1","OR5A1","11q"
"17658","ENSG00000005302",23,"p22.2","MSL3","23p"
"17664","ENSG00000185177",7,"p11.2","ZNF479","7p"
"17666","ENSG00000166884",11,"q12.1","OR4D6","11q"
"17668","ENSG00000121716",7,"q22.1","PILRB","7q"
"17674","ENSG00000175352",11,"p15.4","NRIP3","11p"
"17678","ENSG00000185532",10,"q11.23","PRKG1","10q"
"17679","ENSG00000153107",2,"q13","ANAPC1","2q"
"17681","ENSG00000254466",11,"q12.1","OR4D10","11q"
"17689","ENSG00000242485",1,"p36.33","MRPL20","1p"
"17692","ENSG00000213965",19,"q13.11","NUDT19","19q"
"17694","ENSG00000110011",11,"q13.1","DNAJC4","11q"
"17696","ENSG00000187288",3,"p25.3","CIDEC","3p"
"17697","ENSG00000128242",22,"q12.2","GAL3ST1","22q"
"17698","ENSG00000077274",23,"q23","CAPN6","23q"
"17701","ENSG00000114455",3,"q13.13","HHLA2","3q"
"17703","ENSG00000095303",9,"q33.2","PTGS1","9q"
"17705","ENSG00000205846",12,"p13.31","CLEC6A","12p"
"17707","ENSG00000137486",11,"q13.4","ARRB1","11q"
"17708","ENSG00000119509",9,"q31.1","INVS","9q"
"17709","ENSG00000165416",13,"q14.3","SUGT1","13q"
"17710","ENSG00000184319",22,"q13.33","RPL23AP82","22q"
"17712","ENSG00000091482",23,"p22.12","SMPX","23p"
"17716","ENSG00000135052",9,"q21.33","GOLM1","9q"
"17730","ENSG00000130829",23,"q28","DUSP9","23q"
"17737","ENSG00000079974",22,"q13.33","RABL2B","22q"
"17740","ENSG00000089820",23,"q28","ARHGAP4","23q"
"17745","ENSG00000117751",1,"p35.3","PPP1R8","1p"
"17754","ENSG00000149743",11,"q13.1","TRPT1","11q"
"17755","ENSG00000145649",5,"q11.2","GZMA","5q"
"17757","ENSG00000131196",18,"q23","NFATC1","18q"
"17759","ENSG00000102996",16,"q21","MMP15","16q"
"17765","ENSG00000100345",22,"q12.3","MYH9","22q"
"17774","ENSG00000136161",13,"q14.2","RCBTB2","13q"
"17778","ENSG00000172409",11,"q12.1","CLP1","11q"
"17782","ENSG00000105991",7,"p15.2","HOXA1","7p"
"17783","ENSG00000185561",17,"p13.3","TLCD2","17p"
"17784","ENSG00000183783",4,"p13","KCTD8","4p"
"17786","ENSG00000123636",2,"q24.2","BAZ2B","2q"
"17793","ENSG00000156239",21,"q21.3","N6AMT1","21q"
"17794","ENSG00000171135",3,"p25.3","JAGN1","3p"
"17795","ENSG00000129474",14,"q11.2","AJUBA","14q"
"17796","ENSG00000166793",11,"q12.1","YPEL4","11q"
"17797","ENSG00000047579",6,"p22.3","DTNBP1","6p"
"17798","ENSG00000137078",9,"p13.3","SIT1","9p"
"17799","ENSG00000081479",2,"q31.1","LRP2","2q"
"17800","ENSG00000233429",7,"p15.2","HOTAIRM1","7p"
"17801","ENSG00000188487",11,"p15.2","INSC","11p"
"17803","ENSG00000107984",10,"q21.1","DKK1","10q"
"17804","ENSG00000159228",21,"q22.12","CBR1","21q"
"17810","ENSG00000107833",10,"q24.32","NPM3","10q"
"17816","ENSG00000101489",18,"q12.2","CELF4","18q"
"17817","ENSG00000128283",22,"q13.1","CDC42EP1","22q"
"17821","ENSG00000177853",10,"q24.1","ZNF518A","10q"
"17833","ENSG00000189136",15,"q25.2","UBE2Q2P1","15q"
"17834","ENSG00000269900",9,"p13.3","RMRP","9p"
"17837","ENSG00000153093",2,"q13","ACOXL","2q"
"17845","ENSG00000274286",2,"q11.2","ADRA2B","2q"
"17846","ENSG00000166527",12,"p13.31","CLEC4D","12p"
"17847","ENSG00000166634",18,"q21.33","SERPINB12","18q"
"17849","ENSG00000140688",16,"p11.2","C16orf58","16p"
"17850","ENSG00000105996",7,"p15.2","HOXA2","7p"
"17852","ENSG00000123444",11,"p11.2","KBTBD4","11p"
"17853","ENSG00000112996",5,"p12","MRPS30","5p"
"17856","ENSG00000188886",2,"q11.2","ASTL","2q"
"17857","ENSG00000164796",8,"q23.3","CSMD3","8q"
"17862","ENSG00000076641",8,"q21.13","PAG1","8q"
"17865","ENSG00000092036",14,"q11.2","HAUS4","14q"
"17868","ENSG00000168062",11,"q13.1","BATF2","11q"
"17870","ENSG00000127585",16,"p13.3","FBXL16","16p"
"17875","ENSG00000147457",8,"p21.3","CHMP7","8p"
"17876","ENSG00000149761",11,"q13.1","NUDT22","11q"
"17878","ENSG00000136158",13,"q31.1","SPRY2","13q"
"17879","ENSG00000110536",11,"p11.2","PTPMT1","11p"
"17880","ENSG00000183067",21,"q22.2","IGSF5","21q"
"17883","ENSG00000183434",23,"q26.2","TFDP3","23q"
"17884","ENSG00000070371",22,"q11.21","CLTCL1","22q"
"17885","ENSG00000183340",11,"q21","JRKL","11q"
"17886","ENSG00000142319",5,"p15.33","SLC6A3","5p"
"17889","ENSG00000186075",17,"q21.1","ZPBP2","17q"
"17890","ENSG00000173809",19,"q13.11","TDRD12","19q"
"17891","ENSG00000255679",11,"q21","JRKL-AS1","11q"
"17892","ENSG00000213619",11,"p11.2","NDUFS3","11p"
"17898","ENSG00000127580",16,"p13.3","WDR24","16p"
"17904","ENSG00000070770",16,"q21","CSNK2A2","16q"
"17907","ENSG00000179477",17,"p13.1","ALOX12B","17p"
"17920","ENSG00000248197",4,"q34.3","LINC00290","4q"
"17925","ENSG00000149781",11,"q13.1","FERMT3","11q"
"17934","ENSG00000115825",2,"p22.2","PRKD3","2p"
"17938","ENSG00000140545",15,"q26.1","MFGE8","15q"
"17939","ENSG00000105997",7,"p15.2","HOXA3","7p"
"17940","ENSG00000107643",10,"q11.22","MAPK8","10q"
"17942","ENSG00000140675",16,"p11.2","SLC5A2","16p"
"17945","ENSG00000142182",21,"q22.3","DNMT3L","21q"
"17946","ENSG00000124226",20,"q13.13","RNF114","20q"
"17947","ENSG00000142599",1,"p36.23","RERE","1p"
"17948","ENSG00000164687",8,"q21.13","FABP5","8q"
"17949","ENSG00000183397",19,"p13.3","C19orf71","19p"
"17952","ENSG00000076716",23,"q26.2","GPC4","23q"
"17955","ENSG00000180209",16,"p11.2","MYLPF","16p"
"17956","ENSG00000125656",19,"p13.3","CLPP","19p"
"17957","ENSG00000183036",21,"q22.2","PCP4","21q"
"17958","ENSG00000106004",7,"p15.2","HOXA5","7p"
"17960","ENSG00000161091",19,"p13.3","MFSD12","19p"
"17961","ENSG00000156966",2,"q37.1","B3GNT7","2q"
"17963","ENSG00000105784",7,"q21.12","RUNDC3B","7q"
"17967","ENSG00000122592",7,"p15.2","HOXA7","7p"
"17973","ENSG00000176624",18,"q21.2","MEX3C","18q"
"17977","ENSG00000254369",7,"p15.2","HOXA-AS3","7p"
"17979","ENSG00000166523",12,"p13.31","CLEC4E","12p"
"17989","ENSG00000149187",11,"p11.2","CELF1","11p"
"17992","ENSG00000107968",10,"p11.23","MAP3K8","10p"
"17993","ENSG00000182938",17,"q25.1","OTOP3","17q"
"17998","ENSG00000197576",7,"p15.2","HOXA4","7p"
"18000","ENSG00000107159",9,"p13.3","CA9","9p"
"18001","ENSG00000178235",13,"q31.1","SLITRK1","13q"
"18003","ENSG00000110025",11,"q13.1","SNX15","11q"
"18005","ENSG00000121871",3,"q26.1","SLITRK3","3q"
"18014","ENSG00000108883",17,"q21.31","EFTUD2","17q"
"18018","ENSG00000106006",7,"p15.2","HOXA6","7p"
"18024","ENSG00000173040",4,"p16.2","EVC2","4p"
"18026","ENSG00000110074",11,"q24.2","FOXRED1","11q"
"18032","ENSG00000130775",1,"p35.3","THEMIS2","1p"
"18035","ENSG00000158050",2,"q11.2","DUSP2","2q"
"18037","ENSG00000094804",17,"q21.2","CDC6","17q"
"18038","ENSG00000197416",8,"q21.13","FABP12","8q"
"18039","ENSG00000196415",19,"p13.3","PRTN3","19p"
"18040","ENSG00000174945",7,"p22.3","AMZ1","7p"
"18044","ENSG00000160695",11,"q23.3","VPS11","11q"
"18046","ENSG00000085563",7,"q21.12","ABCB1","7q"
"18047","ENSG00000064961",19,"p13.3","HMG20B","19p"
"18049","ENSG00000047849",3,"p21.31","MAP4","3p"
"18051","ENSG00000170323",8,"q21.13","FABP4","8q"
"18053","ENSG00000137135",9,"p13.3","ARHGEF39","9p"
"18056","ENSG00000149656",20,"q13.33","LINC00266-1","20q"
"18057","ENSG00000205186",8,"q21.13","FABP9","8q"
"18068","ENSG00000172575",15,"q14","RASGRP1","15q"
"18069","ENSG00000147588",8,"q21.13","PMP2","8q"
"18071","ENSG00000146535",7,"p22.2","GNA12","7p"
"18077","ENSG00000273003",11,"q13.1","ARL2-SNX15","11q"
"18082","ENSG00000213465",11,"q13.1","ARL2","11q"
"18085","ENSG00000159884",9,"p13.3","CCDC107","9p"
"18099","ENSG00000205838",5,"p13.2","TTC23L","5p"
"18100","ENSG00000100068",22,"q11.23","LRP5L","22q"
"18101","ENSG00000174429",8,"q23.1","ABRA","8q"
"18102","ENSG00000115523",2,"p11.2","GNLY","2p"
"18105","ENSG00000070047",11,"p15.5","PHRF1","11p"
"18106","ENSG00000015520",7,"p13","NPC1L1","7p"
"18108","ENSG00000160446",9,"q34.11","ZDHHC12","9q"
"18109","ENSG00000101966",23,"q25","XIAP","23q"
"18110","ENSG00000105325",19,"p13.3","FZR1","19p"
"18117","ENSG00000128849",15,"q21.3","CGNL1","15q"
"18123","ENSG00000145734",5,"q13.2","BDP1","5q"
"18127","ENSG00000197798",11,"q24.2","FAM118B","11q"
"18128","ENSG00000133195",17,"q25.1","SLC39A11","17q"
"18129","ENSG00000115947",2,"q23.1","ORC4","2q"
"18131","ENSG00000160447",9,"q34.11","PKN3","9q"
"18132","ENSG00000198910",23,"q28","L1CAM","23q"
"18135","ENSG00000115816",2,"p22.2","CEBPZ","2p"
"18143","ENSG00000180035",16,"p11.2","ZNF48","16p"
"18145","ENSG00000121104",17,"q21.33","FAM117A","17q"
"18148","ENSG00000275410",17,"q12","HNF1B","17q"
"18149","ENSG00000085760",2,"p16.1","MTIF2","2p"
"18151","ENSG00000205143",9,"p13.3","ARID3C","9p"
"18152","ENSG00000175356",11,"p15.4","SCUBE2","11p"
"18153","ENSG00000168515",11,"q12.3","SCGB1D1","11q"
"18154","ENSG00000170209",11,"q23.2","ANKK1","11q"
"18156","ENSG00000198862",21,"q21.3","LTN1","21q"
"18157","ENSG00000180096",16,"p11.2","SEPT1","16p"
"18162","ENSG00000189129",10,"q22.3","PLAC9","10q"
"18166","ENSG00000137757",11,"q22.3","CASP5","11q"
"18167","ENSG00000138068",2,"p22.2","SULT6B1","2p"
"18168","ENSG00000102243",23,"q26.3","VGLL1","23q"
"18170","ENSG00000101292",20,"p12.3","PROKR2","20p"
"18177","ENSG00000011105",12,"p13.33","TSPAN9","12p"
"18179","ENSG00000115459",2,"p11.2","ELMOD3","2p"
"18180","ENSG00000226995",20,"p12.3","LINC00658","20p"
"18183","ENSG00000124935",11,"q12.3","SCGB1D2","11q"
"18185","ENSG00000127663",19,"p13.3","KDM4B","19p"
"18194","ENSG00000124939",11,"q12.3","SCGB2A1","11q"
"18197","ENSG00000021488",19,"q13.11","SLC7A9","19q"
"18198","ENSG00000135378",11,"p13","PRRG4","11p"
"18200","ENSG00000133884",11,"q13.1","DPF2","11q"
"18202","ENSG00000205531",11,"p15.4","NAP1L4","11p"
"18210","ENSG00000124216",20,"q13.13","SNAI1","20q"
"18211","ENSG00000160224",21,"q22.3","AIRE","21q"
"18212","ENSG00000103260",16,"p13.3","METRN","16p"
"18213","ENSG00000214309",7,"q22.1","MBLAC1","7q"
"18216","ENSG00000106290",7,"q22.1","TAF6","7q"
"18219","ENSG00000127377",7,"q36.1","CRYGN","7q"
"18220","ENSG00000167716",17,"p13.3","WDR81","17p"
"18221","ENSG00000204406",2,"q23.1","MBD5","2q"
"18222","ENSG00000165526",11,"q24.2","RPUSD4","11q"
"18224","ENSG00000127837",2,"q35","AAMP","2q"
"18225","ENSG00000136504",17,"q21.33","KAT7","17q"
"18233","ENSG00000072310",17,"p11.2","SREBF1","17p"
"18234","ENSG00000131095",17,"q21.31","GFAP","17q"
"18235","ENSG00000240480",17,"p13.1","RPL29P2","17p"
"18236","ENSG00000149295",11,"q23.2","DRD2","11q"
"18238","ENSG00000183914",17,"p13.1","DNAH2","17p"
"18250","ENSG00000105656",19,"p13.11","ELL","19p"
"18253","ENSG00000105829",7,"q21.3","BET1","7q"
"18259","ENSG00000137261",6,"p22.3","KIAA0319","6p"
"18260","ENSG00000072858",3,"q13.2","SIDT1","3q"
"18261","ENSG00000106524",7,"p21.1","ANKMY2","7p"
"18262","ENSG00000176956",8,"q24.3","LY6H","8q"
"18263","ENSG00000170983",8,"p23.1","LINC00208","8p"
"18266","ENSG00000174721",10,"q23.32","FGFBP3","10q"
"18269","ENSG00000103227",16,"p13.3","LMF1","16p"
"18270","ENSG00000071205",4,"q31.23","ARHGAP10","4q"
"18272","ENSG00000166971",16,"q12.2","AKTIP","16q"
"18273","ENSG00000213538",11,"p15.4","KRT8P41","11p"
"18274","ENSG00000174485",15,"q22.31","DENND4A","15q"
"18277","ENSG00000161016",8,"q24.3","RPL8","8q"
"18279","ENSG00000012174",23,"p22.12","MBTPS2","23p"
"18282","ENSG00000136574",8,"p23.1","GATA4","8p"
"18284","ENSG00000233349",13,"q31.1","LINC00333","13q"
"18289","ENSG00000158234",3,"q22.3","FAIM","3q"
"18292","ENSG00000205464",5,"q14.2","ATP6AP1L","5q"
"18294","ENSG00000111732",12,"p13.31","AICDA","12p"
"18295","ENSG00000140459",15,"q24.1","CYP11A1","15q"
"18296","ENSG00000132470",17,"q25.1","ITGB4","17q"
"18297","ENSG00000164588",5,"p12","HCN1","5p"
"18298","ENSG00000137193",6,"p21.2","PIM1","6p"
"18301","ENSG00000186594",17,"p13.3","MIR22HG","17p"
"18302","ENSG00000230797",23,"p22.12","YY2","23p"
"18306","ENSG00000198873",10,"q26.11","GRK5","10q"
"18317","ENSG00000147955",9,"p13.3","SIGMAR1","9p"
"18319","ENSG00000235098",1,"p36.33","ANKRD65","1p"
"18320","ENSG00000176200",11,"q12.1","OR4D11","11q"
"18321","ENSG00000168356",3,"p22.2","SCN11A","3p"
"18323","ENSG00000106615",7,"q36.1","RHEB","7q"
"18324","ENSG00000172742",11,"q12.1","OR4D9","11q"
"18325","ENSG00000177752",4,"p12","YIPF7","4p"
"18333","ENSG00000151779",2,"p24.3","NBAS","2p"
"18337","ENSG00000277494",8,"q24.3","GPIHBP1","8q"
"18338","ENSG00000151806",4,"p12","GUF1","4p"
"18345","ENSG00000160613",11,"q23.3","PCSK7","11q"
"18349","ENSG00000136478",17,"q23.3","TEX2","17q"
"18367","ENSG00000132205",18,"p11.32","EMILIN2","18p"
"18370","ENSG00000205116",1,"p36.33","TMEM88B","1p"
"18372","ENSG00000110048",11,"q12.1","OSBP","11q"
"18379","ENSG00000095564",10,"q23.32","BTAF1","10q"
"18380","ENSG00000121989",2,"q22.3","ACVR2A","2q"
"18385","ENSG00000205181",20,"p12.3","LINC00654","20p"
"18388","ENSG00000103479",16,"q12.2","RBL2","16q"
"18394","ENSG00000164287",5,"q11.2","CDC20B","5q"
"18395","ENSG00000204287",6,"p21.32","HLA-DRA","6p"
"18398","ENSG00000163281",4,"p12","GNPDA2","4p"
"18403","ENSG00000187753",9,"q21.33","C9orf153","9q"
"18408","ENSG00000074855",19,"p13.11","ANO8","19p"
"18421","ENSG00000099968",22,"q11.21","BCL2L13","22q"
"18423","ENSG00000085274",3,"q26.2","MYNN","3q"
"18424","ENSG00000108557",17,"p11.2","RAI1","17p"
"18425","ENSG00000103769",15,"q22.31","RAB11A","15q"
"18426","ENSG00000140386",15,"q24.3","SCAPER","15q"
"18431","ENSG00000188917",23,"q22.1","TRMT2B","23q"
"18432","ENSG00000181638",8,"q24.3","ZFP41","8q"
"18433","ENSG00000149972",11,"q22.1","CNTN5","11q"
"18434","ENSG00000090686",1,"p36.12","USP48","1p"
"18435","ENSG00000176681",17,"q21.31","LRRC37A","17q"
"18441","ENSG00000173237",11,"q13.2","C11orf86","11q"
